account_id,customer_id,account_type,balance,created_at
1392,4017,checking,3990.39,2025-07-09 12:39:56.842676
1393,3350,checking,23469.62,2023-08-29 18:07:04.541893
1394,1398,checking,27815.93,2024-04-28 18:24:37.272234
1395,3390,checking,36379.25,2024-08-22 23:41:47.483991
1396,1418,checking,31519.7,2024-05-07 01:30:16.241477
1397,1663,savings,5325.03,2024-08-22 14:26:43.239624
1398,2885,savings,32238.74,2023-08-30 03:51:33.511343
1399,4268,savings,34560.71,2023-08-12 04:50:35.370974
1400,354,checking,42543.27,2023-07-27 10:36:08.168392
1401,778,checking,44517.32,2023-06-13 22:21:58.226691
1402,1633,checking,41028.09,2025-09-30 19:50:05.256277
1403,1464,checking,9206.95,2024-04-23 17:20:05.186225
1404,2195,savings,33420.73,2024-07-06 04:14:36.429268
1405,2873,checking,44463.43,2025-08-25 10:39:42.345132
1406,971,checking,23518.55,2024-09-11 03:00:26.714775
1407,1768,checking,22280.69,2025-04-17 01:30:10.806331
1408,4808,checking,28395.07,2026-05-27 03:16:13.551000
1409,559,savings,20872.91,2025-10-16 22:59:44.879445
1410,788,checking,39560.2,2026-04-18 23:06:26.115271
1411,3405,savings,40768.53,2023-11-04 08:44:50.486552
1412,277,savings,29849.87,2026-02-09 18:41:25.337211
1413,671,checking,37700.36,2024-10-02 18:29:47.932630
1414,241,savings,8681.74,2025-05-06 19:01:21.731763
1415,832,savings,19356.35,2024-04-12 04:34:09.628115
1416,426,savings,14313.58,2024-09-10 16:52:16.061423
1417,2127,savings,36010.11,2025-11-23 17:40:46.528195
1418,2653,savings,24141.68,2024-05-29 04:39:39.893393
1419,1339,savings,20559.38,2024-02-28 10:38:24.296809
1420,687,savings,24335.04,2026-05-24 13:37:10.881372
1421,1617,savings,7217.62,2025-05-03 12:45:30.005125
1422,3521,checking,8543.76,2025-09-01 02:36:40.741189
1423,3785,checking,41963.34,2024-01-03 13:46:03.624199
1424,3348,savings,5349.54,2025-09-24 01:46:41.035517
1425,3641,savings,32940.23,2023-11-07 09:17:53.230704
1426,1344,savings,37528.21,2023-08-29 22:43:28.204823
1427,3896,savings,24410.53,2024-08-06 16:42:16.889300
1428,1418,checking,5042.8,2026-02-20 17:27:05.773311
1429,1604,savings,38302.63,2025-07-10 02:17:17.256787
1430,1387,checking,26946.98,2025-04-28 14:53:51.343928
1431,2694,savings,17964.79,2024-04-14 00:53:34.130904
1432,3430,checking,36760.03,2024-08-12 13:36:25.922538
1433,3220,savings,16707.67,2023-08-01 19:05:10.172773
1434,526,savings,6434.02,2024-07-17 00:18:18.451295
1435,3930,savings,42963.22,2023-10-13 10:43:11.074490
1436,4495,checking,7091.16,2024-03-07 09:44:10.653913
1437,4934,savings,18982.43,2024-06-19 19:42:55.294420
1438,802,checking,40024.14,2025-12-17 16:02:49.038730
1439,1072,checking,23105.08,2023-09-14 00:51:21.666808
1440,1158,checking,21111.94,2026-06-02 04:52:08.533294
1441,3981,checking,31891.08,2025-12-03 12:34:14.892628
1442,4687,savings,18511.33,2025-06-27 08:42:31.107471
1443,1407,checking,19406.66,2024-03-15 11:26:12.089582
1444,4414,savings,47079.51,2026-03-20 02:01:06.331218
1445,807,checking,6560.72,2025-02-01 03:25:58.804210
1446,4571,checking,11728.6,2025-05-02 18:33:39.170668
1447,2150,savings,6398.26,2024-02-15 13:17:02.584545
1448,2818,checking,47988.18,2023-12-16 13:57:23.601526
1449,1408,savings,31652.36,2023-07-04 10:52:05.134739
1450,3272,savings,47401.47,2025-03-08 17:35:45.084715
1451,4984,savings,21024.03,2024-06-10 09:50:08.813660
1452,1174,checking,19665.23,2026-03-25 17:55:36.288869
1453,4047,savings,23960.82,2024-03-02 11:05:48.487224
1454,4914,savings,31832.54,2024-12-23 00:56:51.100426
1455,4871,savings,12307.86,2026-02-20 03:27:36.193783
1456,4230,checking,25270.76,2023-12-13 20:11:10.341521
1457,4925,checking,11390.49,2026-02-26 07:12:10.082035
1458,4417,savings,15546.03,2024-02-18 19:01:54.407412
1459,3906,checking,49765.34,2025-02-14 20:23:07.306791
1460,1575,checking,28324.14,2026-05-02 09:26:33.733945
1461,336,checking,19434.1,2024-01-25 08:51:27.756314
1462,3822,checking,23704.04,2026-01-10 08:40:20.288760
1463,2582,savings,39094.1,2023-10-05 04:38:15.737620
1464,651,checking,28677.2,2025-08-09 17:29:24.849775
1465,1516,savings,47813.5,2025-05-28 02:38:09.759391
1466,4945,checking,20984.24,2024-02-17 17:59:18.299187
1467,2324,savings,47762.21,2026-01-21 02:30:20.982097
1468,4914,savings,45537.92,2024-08-06 07:34:40.710592
1469,1342,savings,41465.7,2024-06-15 03:49:51.071521
1470,821,checking,43801.01,2025-07-08 00:34:31.730953
1471,2747,savings,21152.06,2024-07-16 03:13:55.511747
1472,2589,savings,11058.02,2026-06-03 23:42:37.917958
1473,1426,savings,10988.06,2026-02-12 13:16:36.901243
1474,2263,savings,11775.45,2025-03-24 09:40:36.655360
1475,1088,checking,11934.42,2023-11-03 00:31:44.802607
1476,389,checking,19024.76,2024-05-19 01:30:55.022604
1477,4381,savings,34058.36,2025-11-03 05:27:29.154383
1478,1407,savings,40851.42,2023-11-15 09:33:13.581486
1479,443,checking,14209.45,2025-07-07 05:48:25.544667
1480,588,checking,11965.05,2026-04-07 14:41:53.268343
1481,1883,checking,22537.67,2023-06-20 17:25:43.294456
1482,4080,checking,21866.15,2025-06-11 20:03:10.962295
1483,2229,checking,12612.34,2024-09-29 16:11:25.332535
1484,106,checking,45845.82,2024-02-12 10:22:24.772535
1485,3554,savings,15983.65,2025-10-15 04:33:58.351496
1486,2826,savings,38709.43,2023-08-20 14:41:11.891384
1487,2461,savings,36152.05,2025-02-07 13:35:55.024524
1488,213,savings,4086.22,2025-12-26 13:20:59.459496
1489,1614,checking,2213.76,2025-07-18 21:52:35.253278
1490,1992,checking,24352.07,2026-04-26 02:37:43.056637
1491,5000,savings,38107.48,2024-12-16 09:56:24.641006
1492,4091,savings,9717.82,2024-06-14 19:41:38.874684
1493,2853,checking,37479.31,2025-10-07 19:46:17.180768
1494,2114,savings,14105.2,2025-02-16 02:28:53.389796
1495,2092,savings,33468.0,2023-09-25 06:07:29.668902
1496,1678,savings,10613.79,2025-03-15 19:24:46.918103
1497,771,savings,809.75,2025-08-29 21:59:02.937695
1498,4633,savings,11244.94,2026-01-31 16:32:39.961822
1499,1780,savings,33646.5,2025-07-03 06:38:26.035570
1500,2415,checking,8491.5,2025-03-22 06:55:59.327801
1501,1711,savings,17287.0,2026-03-18 18:53:35.370685
1502,3376,savings,2848.28,2025-01-04 08:09:22.036366
1503,1953,savings,17540.16,2026-02-19 00:08:56.498531
1504,4501,savings,25560.45,2025-02-19 19:16:08.953842
1505,3019,savings,5974.8,2025-12-17 03:54:48.649880
1506,2819,checking,31833.26,2023-06-19 17:08:23.621293
1507,28,checking,35720.18,2026-03-05 05:16:10.145221
1508,3842,savings,38857.69,2026-05-16 20:19:34.115855
1509,1811,savings,13956.14,2026-01-23 12:03:37.659643
1510,818,savings,21365.38,2025-12-24 13:00:19.132014
1511,4463,savings,14326.55,2023-09-08 06:53:45.433393
1512,3942,savings,6485.64,2026-04-12 13:49:56.135747
1513,4469,savings,27518.94,2025-06-24 10:26:15.090190
1514,460,savings,21007.17,2024-09-11 15:41:11.783471
1515,4171,checking,39237.03,2025-07-25 01:22:10.722850
1516,4224,savings,10627.46,2024-09-03 08:49:04.620816
1517,2680,checking,13884.56,2024-09-05 23:08:36.002209
1518,4098,savings,10051.27,2026-05-08 21:19:37.052521
1519,130,checking,23206.45,2024-05-26 23:40:08.785696
1520,2742,savings,8091.37,2025-12-06 09:14:38.818196
1521,4317,savings,2837.0,2026-05-12 09:55:13.958991
1522,3545,savings,28383.14,2024-07-21 15:48:20.655423
1523,3848,savings,40724.42,2026-05-23 00:37:38.143846
1524,2234,checking,9037.74,2023-09-19 05:55:40.612508
1525,633,savings,7704.86,2024-04-07 06:45:22.701536
1526,1484,savings,6461.52,2025-03-12 21:15:15.918366
1527,3191,savings,6638.32,2024-09-08 18:11:15.385407
1528,2581,savings,5245.97,2025-07-16 06:45:50.564784
1529,3770,checking,24322.07,2025-09-11 19:32:28.497221
1530,3004,savings,28602.33,2025-11-20 15:25:12.329154
1531,1608,savings,41083.33,2026-01-15 05:16:37.171529
1532,3435,savings,2571.3,2023-12-17 18:06:00.514065
1533,140,savings,8869.72,2024-07-28 00:43:03.385693
1534,1137,checking,15301.65,2026-03-07 18:32:45.526661
1535,3259,savings,22037.32,2026-03-02 21:05:18.926208
1536,2016,checking,1384.26,2026-02-11 10:19:22.965769
1537,1334,checking,47644.23,2025-04-23 07:33:09.763740
1538,552,checking,49799.05,2024-11-24 01:04:32.056973
1539,4656,savings,17594.9,2023-10-07 06:33:44.542313
1540,4123,checking,2619.65,2024-08-15 17:31:39.759108
1541,2729,checking,46311.31,2025-10-06 11:21:37.180217
1542,1256,checking,39922.91,2026-06-06 06:15:30.745152
1543,3341,savings,17800.94,2023-11-04 11:54:52.199028
1544,696,savings,38918.35,2024-06-08 19:52:19.305558
1545,1847,savings,2711.15,2026-04-27 14:14:40.795063
1546,1787,checking,36739.84,2025-12-31 03:42:20.498479
1547,483,checking,15928.09,2023-07-17 19:56:14.617099
1548,2502,checking,20136.21,2024-10-23 06:26:00.324692
1549,735,checking,11304.91,2026-03-06 16:08:13.883903
1550,2578,savings,31053.18,2023-12-10 08:54:51.119918
1551,2426,savings,25642.17,2025-05-16 23:29:14.268086
1552,4181,savings,42587.29,2025-04-29 12:00:43.643302
1553,594,checking,19200.62,2026-02-20 23:23:23.604790
1554,76,savings,24144.14,2025-11-05 04:02:21.866940
1555,4451,checking,2940.24,2024-09-17 14:20:49.630139
1556,3990,savings,18277.13,2024-03-27 10:13:00.584155
1557,3665,savings,9261.21,2023-10-29 19:04:16.511178
1558,3156,savings,26763.44,2025-09-23 17:24:37.348740
1559,952,savings,29203.83,2025-04-23 16:54:47.846422
1560,407,checking,32918.88,2026-06-12 05:16:51.507277
1561,86,checking,22732.21,2024-08-08 23:49:38.992067
1562,4334,checking,13364.64,2025-01-26 19:55:42.899292
1563,2830,checking,25320.68,2024-12-04 19:52:18.416611
1564,4622,checking,48783.86,2023-12-26 18:25:25.720529
1565,1850,savings,28902.33,2025-04-27 17:12:18.505821
1566,1533,checking,43579.83,2025-12-14 16:41:16.355027
1567,1896,checking,38055.17,2025-02-16 09:39:03.710505
1568,4751,savings,36551.32,2024-09-15 19:26:27.397573
1569,2164,checking,41890.33,2026-03-16 07:23:32.833139
1570,3489,checking,40557.72,2026-04-22 13:42:56.291648
1571,3582,checking,36480.76,2024-08-14 02:45:51.507084
1572,3158,checking,48155.61,2025-07-01 12:50:37.350151
1573,907,savings,47573.92,2025-03-29 03:29:36.490204
1574,3741,checking,36961.08,2025-03-22 12:18:02.226223
1575,4096,savings,29397.97,2024-11-09 00:03:17.159435
1576,4355,checking,2361.78,2026-02-19 16:07:34.396753
1577,1472,savings,978.69,2024-12-23 15:53:11.445951
1578,4605,checking,2245.29,2024-07-02 11:14:25.709934
1579,3875,checking,45909.63,2025-05-09 16:49:09.237883
1580,122,checking,15988.54,2023-11-20 13:46:49.139941
1581,1753,savings,37322.13,2025-01-19 13:00:19.673302
1582,4503,checking,13533.57,2025-08-20 20:31:59.803530
1583,1584,savings,49549.12,2024-01-18 20:58:40.693410
1584,624,savings,37038.08,2024-11-15 06:55:18.886436
1585,2964,savings,3910.01,2023-09-15 02:46:39.650052
1586,94,savings,29354.36,2024-11-01 14:32:29.729014
1587,4157,savings,49877.62,2024-12-03 01:41:06.822055
1588,3003,savings,9284.84,2025-05-03 00:10:36.169307
1589,4425,savings,28422.94,2024-01-28 17:09:39.197460
1590,1214,checking,21866.74,2025-08-22 12:28:40.092127
1591,809,savings,2083.28,2026-04-18 14:02:39.736218
1592,2800,checking,22867.89,2025-03-04 08:13:31.658306
1593,2923,checking,31283.56,2025-05-19 11:01:33.011104
1594,2186,savings,32259.25,2024-12-21 14:06:34.690633
1595,3425,savings,39199.55,2024-05-26 18:12:58.394608
1596,803,savings,11396.8,2023-07-31 11:31:09.612429
1597,2665,savings,2642.86,2025-02-20 05:52:12.558569
1598,1118,checking,10091.31,2023-09-19 11:33:14.965291
1599,3132,checking,21739.85,2023-09-05 13:50:51.237241
1600,1303,savings,17173.58,2026-01-26 23:36:53.115212
1601,4245,checking,27863.32,2024-10-31 03:39:17.875159
1602,2562,savings,18263.42,2024-02-09 12:24:49.484959
1603,3495,savings,8802.81,2023-09-27 17:25:59.029180
1604,846,checking,21439.12,2026-02-15 04:44:13.348217
1605,2085,savings,42364.15,2023-07-09 22:49:37.933794
1606,351,checking,25563.91,2025-01-16 16:00:38.553464
1607,4769,checking,28695.75,2024-10-14 00:09:09.158088
1608,3518,checking,19568.0,2025-08-27 02:16:18.421107
1609,1286,savings,41184.13,2024-03-20 18:11:30.900240
1610,1798,savings,2428.79,2025-02-15 15:08:57.369472
1611,307,checking,24105.82,2025-03-04 14:58:48.519506
1612,4076,savings,25095.1,2024-12-06 03:11:56.644640
1613,1037,checking,44441.61,2023-10-02 05:03:09.590662
1614,3615,checking,25368.36,2026-01-07 19:08:20.960201
1615,2842,savings,41192.99,2024-12-14 14:10:51.390129
1616,3420,savings,41137.21,2025-05-18 17:29:55.053393
1617,2547,savings,13030.42,2024-11-16 11:11:10.138249
1618,2148,savings,4699.84,2024-04-25 11:38:10.952944
1619,427,savings,6181.53,2025-07-30 00:18:56.677464
1620,3041,checking,48755.14,2024-08-12 21:41:26.872471
1621,452,savings,43828.75,2023-10-08 12:22:57.368624
1622,1957,savings,8387.11,2026-05-02 02:53:08.805426
1623,1521,checking,49479.44,2025-12-25 01:50:09.282798
1624,1800,savings,46053.2,2023-10-04 01:21:16.228992
1625,3611,savings,48478.67,2024-12-10 02:39:36.461930
1626,4597,checking,8612.17,2023-11-24 23:45:37.820333
1627,2890,savings,46406.82,2025-11-02 03:58:58.586138
1628,4768,checking,48401.46,2024-07-18 23:42:18.341365
1629,1423,savings,29532.04,2026-05-24 08:40:25.240726
1630,2654,savings,27257.35,2026-02-15 18:36:13.082893
1631,4451,savings,39905.64,2023-10-12 11:52:06.487481
1632,2574,savings,39127.76,2025-05-31 15:03:39.502841
1633,2799,savings,31515.89,2024-01-05 15:26:08.639938
1634,2047,savings,7599.01,2026-04-15 06:18:17.848109
1635,1730,checking,79.28,2024-04-18 09:43:12.211227
1636,247,savings,48802.77,2025-03-28 23:50:07.844565
1637,2071,savings,2529.69,2024-12-02 22:48:28.357375
1638,4984,savings,26717.02,2025-03-07 17:46:28.271933
1639,1430,checking,3605.98,2024-11-30 00:23:03.538659
1640,2277,checking,35113.41,2023-12-02 23:50:27.957484
1641,3573,checking,35984.56,2024-05-02 15:58:30.849882
1642,2329,checking,40475.36,2023-07-12 07:14:18.787143
1643,3140,checking,27415.88,2024-11-12 20:14:41.134585
1644,2002,savings,17124.31,2025-01-23 23:49:39.375683
1645,2765,savings,29193.95,2026-04-16 21:49:38.048983
1646,475,savings,40443.31,2025-07-04 08:19:27.131638
1647,1127,checking,804.48,2026-05-15 02:08:39.387939
1648,3855,savings,2432.5,2025-04-12 10:02:13.679854
1649,1267,savings,31797.54,2023-08-28 22:36:36.358748
1650,3608,savings,26272.01,2024-03-15 22:29:02.388134
1651,4314,checking,12535.69,2024-01-08 04:47:19.711034
1652,2950,checking,8427.84,2025-12-02 17:43:39.169021
1653,52,checking,34489.4,2024-09-15 07:11:54.584559
1654,761,savings,31841.34,2023-09-14 13:36:53.601200
1655,4729,savings,17264.93,2025-07-26 08:26:01.180347
1656,2743,savings,21868.94,2025-07-05 16:20:53.024404
1657,4677,checking,47580.4,2025-02-09 09:18:17.099770
1658,2803,savings,35404.98,2025-06-20 01:50:15.521748
1659,4256,savings,30560.13,2024-03-27 09:04:28.525485
1660,3775,savings,15329.92,2025-05-22 10:23:38.657897
1661,3183,savings,30632.25,2023-06-23 08:26:37.028409
1662,1227,checking,16132.3,2025-09-05 23:57:25.469749
1663,258,savings,20402.95,2025-06-21 21:22:15.098914
1664,468,savings,33145.44,2024-12-03 19:25:46.495515
1665,4460,checking,7002.77,2025-10-14 23:12:17.858777
1666,783,savings,15918.39,2026-05-22 08:03:18.062248
1667,4410,checking,28428.96,2025-01-18 06:54:28.675447
1668,3865,checking,15992.78,2026-02-14 09:00:17.549203
1669,4288,checking,28687.73,2024-12-02 11:18:35.161792
1670,362,checking,5898.72,2023-11-25 09:40:22.198539
1671,4091,savings,21245.03,2023-11-21 10:14:17.957904
1672,1285,checking,33452.25,2026-04-16 05:29:21.402036
1673,1306,savings,48939.6,2026-02-19 02:36:49.689406
1674,2447,savings,40976.92,2025-02-14 12:35:16.107053
1675,1786,savings,4245.63,2024-05-31 22:45:07.750536
1676,3634,savings,16686.75,2025-04-13 10:46:59.744857
1677,3439,savings,34792.37,2025-04-19 15:54:20.125886
1678,726,checking,28677.89,2024-06-12 12:24:44.286781
1679,538,savings,32473.24,2025-05-06 16:46:57.667612
1680,2770,savings,44549.55,2024-11-10 20:03:04.065886
1681,466,checking,16372.24,2024-10-09 23:37:07.175467
1682,3412,checking,8622.9,2025-07-31 13:21:15.162759
1683,4146,savings,3958.8,2024-01-13 11:20:46.982766
1684,45,checking,35754.09,2025-02-25 10:33:40.746619
1685,504,checking,29712.77,2024-05-06 14:43:22.803498
1686,706,checking,11692.03,2023-08-30 18:41:32.557464
1687,3080,checking,18271.73,2025-09-15 11:16:40.425498
1688,2854,checking,10765.95,2026-02-18 10:33:00.183131
1689,1469,savings,32346.71,2026-01-02 15:57:54.255970
1690,4679,checking,42919.93,2024-02-11 23:46:53.794751
1691,4950,savings,45326.4,2024-01-01 18:12:42.774146
1692,2042,checking,28618.32,2025-02-28 11:31:21.919580
1693,3993,checking,36314.58,2024-09-08 21:57:51.867100
1694,2589,checking,48650.23,2023-07-31 09:43:09.970469
1695,2989,savings,44831.41,2024-03-18 09:54:55.502016
1696,4647,checking,36480.05,2024-04-08 21:43:39.551817
1697,963,savings,29125.76,2025-05-19 17:45:00.014937
1698,21,checking,5259.48,2023-12-07 00:43:34.138541
1699,4366,checking,38995.25,2023-12-26 10:25:11.128024
1700,819,savings,38051.06,2025-10-04 20:38:43.300001
1701,488,savings,45762.08,2024-04-26 12:54:23.816597
1702,3844,checking,34367.57,2026-02-11 09:06:49.588212
1703,1473,savings,35274.53,2025-09-02 18:17:02.349955
1704,1975,checking,7530.06,2023-11-14 20:26:51.059880
1705,3516,checking,46959.81,2024-10-21 07:23:53.705526
1706,819,savings,37050.13,2024-12-10 23:16:44.554596
1707,1855,checking,14878.27,2026-02-21 22:45:09.362994
1708,573,savings,39075.96,2024-03-20 13:52:46.226219
1709,3668,savings,31368.07,2025-12-11 12:50:27.982533
1710,3852,savings,21045.73,2024-06-20 09:39:07.770894
1711,1079,checking,2207.35,2024-06-25 01:24:19.034577
1712,3129,checking,26279.57,2026-03-21 02:49:45.158103
1713,2328,checking,48899.51,2025-09-12 22:33:05.286695
1714,3623,savings,8986.29,2024-04-07 10:33:32.681029
1715,2509,savings,41990.6,2026-01-17 21:12:00.074043
1716,1306,savings,4051.84,2025-01-19 03:34:12.256231
1717,1510,checking,24048.65,2026-06-13 00:13:42.104332
1718,2575,checking,45310.88,2026-05-10 05:16:12.603053
1719,2887,savings,3491.09,2025-12-18 20:15:48.811949
1720,2392,savings,14318.97,2025-01-12 10:50:41.268481
1721,331,checking,30524.98,2025-12-14 00:31:10.572918
1722,2338,checking,47807.39,2025-08-14 21:43:21.169942
1723,3028,checking,47066.02,2026-06-04 13:58:03.885915
1724,4078,savings,32934.2,2023-10-28 01:55:51.616086
1725,2850,checking,41016.76,2026-04-18 14:51:15.291209
1726,4679,savings,31596.63,2024-10-10 20:45:01.355716
1727,1417,checking,3353.27,2024-10-06 00:45:45.836675
1728,819,savings,3939.63,2024-04-26 17:39:18.631437
1729,2441,checking,45115.58,2026-01-04 03:07:02.760241
1730,2487,savings,11589.73,2025-12-21 04:52:48.937453
1731,338,checking,29154.3,2025-06-25 18:52:19.206272
1732,972,checking,45651.62,2024-05-24 19:09:17.912044
1733,611,savings,39125.03,2025-07-25 23:25:03.025106
1734,246,checking,39670.76,2024-08-10 13:32:05.435728
1735,3848,checking,35784.64,2024-02-29 07:45:19.372218
1736,3825,checking,34171.19,2024-09-19 04:11:42.827810
1737,2553,checking,13171.07,2025-08-10 09:05:51.075595
1738,1823,savings,45274.06,2026-04-15 05:01:57.599321
1739,2036,checking,49.39,2026-04-01 18:45:07.953534
1740,1986,savings,1459.03,2024-11-08 02:41:27.623881
1741,3527,checking,23470.27,2025-05-21 21:17:33.055319
1742,3601,savings,5316.04,2023-10-26 00:24:23.187698
1743,3315,savings,18094.37,2025-01-26 19:55:24.202987
1744,1165,savings,10808.12,2024-08-01 20:53:38.095549
1745,798,checking,16198.74,2024-08-29 06:31:59.289471
1746,2600,savings,46337.66,2025-07-05 10:24:29.055955
1747,2565,checking,48384.68,2026-04-05 05:33:11.232852
1748,395,savings,21529.08,2024-05-08 08:50:46.669268
1749,876,savings,26107.89,2024-10-21 16:19:08.778906
1750,3174,checking,10220.3,2024-06-09 06:54:58.354498
1751,2220,savings,18049.87,2025-07-29 20:02:02.474529
1752,4709,checking,23087.27,2025-05-24 22:49:23.184147
1753,4614,checking,13074.34,2025-01-17 00:36:32.932733
1754,2425,checking,20631.0,2023-08-31 00:38:34.860969
1755,3396,savings,6581.61,2025-10-02 13:34:00.590386
1756,2171,savings,22353.35,2026-05-09 18:39:02.041723
1757,311,savings,24508.07,2026-05-02 02:20:30.150587
1758,229,checking,35100.67,2025-02-21 12:13:32.560944
1759,2866,checking,41649.03,2024-08-03 10:15:00.576355
1760,1296,savings,2032.66,2025-08-24 21:30:16.106142
1761,4155,savings,10484.87,2025-01-06 17:44:27.721343
1762,245,savings,10854.02,2024-02-12 00:55:17.657890
1763,3719,savings,39897.65,2024-06-17 08:53:35.279036
1764,262,savings,14951.83,2025-11-03 20:33:18.878668
1765,3097,savings,2699.98,2025-09-25 07:28:57.584693
1766,4693,savings,28423.03,2025-08-08 05:36:35.123572
1767,269,savings,40732.78,2024-12-06 18:57:47.473433
1768,514,savings,7219.83,2025-01-31 22:56:50.361080
1769,3771,savings,29703.4,2026-04-20 01:36:31.932500
1770,4138,savings,47756.75,2024-03-25 09:20:12.839250
1771,430,savings,44974.35,2023-08-30 03:38:42.589782
1772,1212,checking,14071.98,2025-05-10 09:15:08.041106
1773,4208,savings,38368.41,2025-11-13 08:27:10.182437
1774,1196,checking,44816.78,2025-12-25 13:17:01.433418
1775,1190,checking,28752.55,2024-09-26 15:07:34.730296
1776,4905,checking,42343.76,2026-01-29 00:29:34.318681
1777,998,savings,378.55,2023-12-05 23:42:35.171571
1778,1072,checking,23466.74,2024-03-10 07:14:37.795868
1779,2350,checking,12793.92,2026-05-01 13:55:01.734454
1780,2957,savings,42169.4,2025-10-12 00:16:43.513612
1781,4605,checking,12719.04,2024-02-13 20:58:22.010819
1782,1695,checking,19992.52,2024-09-07 23:17:40.900978
1783,1217,checking,37444.48,2024-05-15 13:29:40.161616
1784,2566,checking,44219.15,2024-11-16 12:37:35.292746
1785,328,savings,39735.38,2025-11-08 22:36:49.334169
1786,2525,checking,29945.74,2025-11-29 08:28:54.207443
1787,500,checking,23145.52,2024-01-20 06:08:43.472729
1788,292,checking,19275.37,2024-05-03 17:36:47.753396
1789,2271,savings,39178.85,2024-09-27 05:03:43.329751
1790,3680,checking,12959.04,2025-06-08 12:37:12.395583
1791,899,checking,11060.4,2026-03-03 15:29:55.939954
1792,2882,savings,34471.94,2025-07-14 19:12:32.347650
1793,1014,savings,35219.56,2023-10-09 09:24:38.208517
1794,4732,savings,31879.8,2023-12-06 00:07:38.725293
1795,3463,checking,4588.96,2024-09-11 23:55:10.627682
1796,821,savings,10028.03,2024-08-05 05:03:05.834557
1797,4342,checking,21339.53,2025-10-22 21:20:34.543612
1798,2789,checking,43894.26,2024-12-25 13:24:46.247901
1799,1932,checking,49625.52,2025-12-08 03:46:21.680626
1800,356,savings,48084.48,2024-05-13 22:28:26.900813
1801,448,checking,46303.33,2024-10-11 14:32:50.758596
1802,3239,checking,4412.67,2024-07-09 13:51:23.699774
1803,3329,savings,8007.36,2026-03-04 19:35:24.749619
1804,2338,checking,31313.37,2026-05-06 03:40:58.421672
1805,1467,checking,41414.33,2024-04-14 21:47:19.840913
1806,3275,checking,28265.1,2023-07-01 14:35:58.955150
1807,2467,checking,16504.77,2025-05-25 18:37:05.194104
1808,4176,savings,32740.88,2025-12-16 12:16:20.891690
1809,96,savings,29226.06,2024-01-17 14:42:08.458549
1810,3997,checking,18339.49,2023-12-23 19:44:30.274866
1811,378,savings,35418.66,2025-12-21 18:06:58.176099
1812,1834,savings,18578.68,2026-03-12 17:12:44.723975
1813,483,savings,49578.67,2025-01-02 06:20:44.430713
1814,3218,savings,48231.64,2023-07-26 23:42:59.778255
1815,403,checking,32107.96,2023-10-17 02:15:13.844887
1816,3172,savings,1764.39,2023-07-23 23:17:41.375125
1817,1606,checking,40731.48,2026-02-11 22:16:24.859497
1818,4721,checking,31294.58,2024-11-03 19:04:38.775082
1819,1764,checking,48399.55,2023-10-16 03:52:02.308644
1820,2052,checking,39074.59,2025-02-15 14:37:43.675043
1821,2038,checking,16138.68,2024-08-20 12:28:08.752709
1822,776,checking,26945.61,2024-09-13 02:54:33.925346
1823,1491,checking,32727.24,2024-08-12 09:35:21.183852
1824,1361,checking,16585.61,2026-05-13 05:52:46.025108
1825,265,savings,34012.98,2024-11-21 12:02:43.136042
1826,534,checking,927.19,2024-07-16 08:42:19.848001
1827,1627,checking,8155.64,2024-02-20 16:27:21.792417
1828,206,checking,18637.65,2025-11-04 14:21:15.293818
1829,3608,checking,33508.26,2024-08-24 15:22:58.819782
1830,3129,savings,31141.52,2024-10-16 23:05:43.047949
1831,2476,savings,23282.77,2026-01-29 06:29:53.809424
1832,621,checking,31856.22,2025-07-14 17:31:16.453172
1833,3024,checking,42333.01,2023-08-03 22:31:09.289381
1834,340,savings,27909.35,2026-02-23 09:59:29.880847
1835,2404,savings,2911.51,2023-08-12 22:03:25.439016
1836,2774,checking,32071.73,2025-08-10 11:05:13.585534
1837,182,savings,17644.38,2025-11-05 02:02:36.553849
1838,3527,savings,45031.14,2026-03-17 05:07:53.688280
1839,594,checking,29870.98,2024-08-20 22:29:25.147104
1840,1439,savings,43730.81,2026-01-26 05:07:00.775976
1841,1809,savings,42160.77,2024-02-08 07:39:59.698126
1842,1614,checking,21115.88,2026-04-13 06:12:37.933017
1843,3385,checking,16995.77,2024-10-25 10:20:43.930830
1844,2280,savings,48352.29,2024-03-24 22:24:13.536504
1845,2735,checking,46473.98,2024-08-06 09:17:12.853303
1846,3441,checking,34775.64,2025-02-03 11:33:38.388811
1847,1884,savings,30852.1,2025-07-24 03:06:21.654895
1848,3903,savings,33164.52,2023-10-01 08:02:46.722179
1849,3107,checking,28874.11,2025-03-06 16:00:04.525174
1850,1424,checking,2473.35,2023-06-26 03:47:11.914099
1851,3639,checking,48177.54,2023-11-11 18:21:35.436061
1852,4314,checking,46234.39,2025-09-25 21:19:31.421379
1853,1554,checking,35682.57,2024-10-17 10:54:15.461410
1854,1542,savings,10520.65,2023-08-09 15:15:59.545625
1855,1563,savings,48009.76,2025-05-03 06:45:02.324667
1856,3848,savings,49231.03,2023-12-30 08:50:02.959832
1857,902,checking,29014.95,2024-02-16 23:46:43.125312
1858,1615,checking,44554.53,2024-04-28 21:32:30.971541
1859,3900,checking,20165.48,2025-12-09 14:45:31.586279
1860,1571,savings,31565.27,2026-05-08 11:47:49.597639
