transaction_id,account_id,customer_id,merchant_id,amount,transaction_type,timestamp,merchant_category,location
8931,1439,1072,59,825.95,debit,2025-12-26 04:46:28.043789,travel,Lake Johnfurt
8932,3228,2956,101,1783.87,credit,2025-12-30 10:32:27.043789,health,Port Elizabethhaven
8933,1960,159,86,427.63,debit,2025-08-10 09:34:14.043789,entertainment,Collinsstad
8934,5044,977,146,818.09,debit,2025-09-16 00:47:21.043789,retail,Walshberg
8935,2187,1452,146,517.56,credit,2026-04-28 04:05:21.043789,retail,Port Kimberlyland
8936,6988,1466,194,2650.32,debit,2025-08-05 11:46:25.043789,travel,North Stacychester
8937,180,3675,46,1500.15,debit,2026-01-10 08:00:22.043789,utilities,North Chasefurt
8938,2386,328,134,436.01,debit,2026-04-03 22:55:11.043789,utilities,West Nicholeberg
8939,3032,819,88,148.57,credit,2026-03-16 11:09:00.043789,health,West Christopherberg
8940,2902,358,159,992.23,debit,2025-11-19 09:10:47.043789,health,New Colleenfort
8941,6528,1509,105,1879.05,debit,2025-06-16 23:21:10.043789,health,North Stephenton
8942,4350,2992,25,414.8,debit,2026-01-18 20:09:49.043789,retail,North Scottview
8943,1432,3430,132,963.15,credit,2026-02-22 12:17:42.043789,subscription,Harrychester
8944,3611,1338,167,1222.47,credit,2026-02-23 16:24:10.043789,restaurant,Lake Alexisborough
8945,1903,3943,62,217.0,debit,2026-03-14 09:10:04.043789,travel,Youngton
8946,5389,3578,141,374.68,credit,2025-12-24 10:04:19.043789,retail,South Gregorybury
8947,1925,4208,158,689.25,credit,2026-01-03 04:39:37.043789,utilities,Grayside
8948,194,2952,137,560.67,credit,2025-09-18 23:15:36.043789,retail,Lake Susan
8949,2069,258,99,1259.24,debit,2025-07-06 15:09:25.043789,grocery,Pollardbury
8950,94,2199,111,1238.01,debit,2025-09-15 09:38:07.043789,retail,North Kimtown
8951,6218,1231,70,1371.94,credit,2025-11-16 13:51:51.043789,utilities,Shaneburgh
8952,619,2488,122,907.39,credit,2026-01-29 14:33:20.043789,health,Maryland
8953,346,3998,143,350.89,credit,2026-03-26 08:57:32.043789,health,Juliaberg
8954,4689,301,2,2666.97,credit,2026-04-10 22:22:13.043789,travel,West Zacharystad
8955,1850,1424,19,1875.72,credit,2025-11-27 02:09:35.043789,utilities,Richardsonberg
8956,5527,4643,143,244.67,credit,2025-06-28 23:50:30.043789,health,Paulmouth
8957,2089,4855,25,460.57,credit,2025-08-07 03:34:17.043789,retail,Spencerville
8958,2104,4104,47,657.24,debit,2026-01-24 19:54:32.043789,retail,Lake Lindaside
8959,5185,482,60,665.83,credit,2025-07-22 11:55:30.043789,restaurant,South Elizabethchester
8960,4164,1049,10,735.84,debit,2026-04-09 13:34:35.043789,health,Martinberg
8961,2666,3635,159,1519.67,debit,2026-02-15 04:05:14.043789,health,East Tammyfurt
8962,1250,3892,32,964.46,credit,2026-03-15 23:05:29.043789,health,Mariaberg
8963,1945,1039,172,1406.48,credit,2025-08-13 19:32:41.043789,health,Port Jennifermouth
8964,3144,714,73,285.48,credit,2026-01-02 17:34:14.043789,restaurant,Port Margaretview
8965,4064,4266,144,540.05,credit,2025-11-25 07:17:55.043789,entertainment,Port Katelynberg
8966,4612,109,167,618.11,credit,2025-10-15 18:01:04.043789,restaurant,Lake Miguelberg
8967,6380,4273,180,1970.65,credit,2025-08-09 21:01:05.043789,retail,North Williamburgh
8968,6167,4276,96,272.99,credit,2026-01-26 01:06:49.043789,restaurant,North Gregorybury
8969,6951,1653,118,976.11,debit,2026-05-18 14:17:35.043789,health,Robertfurt
8970,882,2709,106,2922.95,credit,2025-07-04 08:29:43.043789,travel,New Karenland
8971,6960,2647,41,1212.47,credit,2025-11-09 05:16:09.043789,travel,Lake Carlosside
8972,6347,2062,144,620.11,debit,2026-01-26 11:18:18.043789,entertainment,Lake Hannahhaven
8973,5832,461,27,2193.23,credit,2026-01-22 06:15:00.043789,entertainment,Lake Matthew
8974,3999,2500,73,923.51,debit,2026-03-12 12:29:57.043789,restaurant,Bassfurt
8975,4354,2224,163,1809.03,debit,2025-11-25 09:28:55.043789,entertainment,West Nicoleside
8976,4829,1388,97,609.91,debit,2025-08-05 14:03:06.043789,retail,Dawnfort
8977,5383,4003,158,1985.28,credit,2026-05-15 10:08:35.043789,utilities,South Wesley
8978,4769,4016,9,1675.18,credit,2025-08-28 07:29:43.043789,utilities,Port Timothymouth
8979,1437,4934,109,1459.59,debit,2026-02-12 17:09:28.043789,health,Simsburgh
8980,6559,4512,200,1432.16,debit,2025-12-22 01:59:36.043789,entertainment,Lake Timchester
8981,5790,3251,43,3018.97,debit,2025-11-12 15:29:38.043789,travel,Pearsonton
8982,916,2815,54,534.46,credit,2025-08-17 07:25:17.043789,subscription,Teresastad
8983,4922,4672,2,1566.02,debit,2026-04-11 00:39:03.043789,travel,New Natalie
8984,5159,4438,22,1769.53,debit,2025-11-30 09:29:17.043789,utilities,South Williamfort
8985,5107,2580,117,1766.73,credit,2026-04-09 11:11:15.043789,utilities,North Susanborough
8986,4117,2983,100,862.45,credit,2026-03-16 13:14:41.043789,utilities,Lake Shellyhaven
8987,323,3646,89,4109.91,debit,2025-11-19 17:46:09.043789,travel,New Stacyfurt
8988,3206,3208,146,1456.05,debit,2026-02-23 17:32:02.043789,retail,East Kimberlyview
8989,2034,1775,73,679.74,debit,2025-07-11 12:04:11.043789,restaurant,Ericport
8990,6384,2405,186,1175.96,debit,2025-10-18 03:17:50.043789,restaurant,Taylortown
8991,4351,2526,6,1804.89,credit,2025-12-04 23:12:11.043789,subscription,Maloneland
8992,2051,4630,137,1605.09,debit,2026-04-22 05:37:41.043789,retail,Lake Joshuashire
8993,3165,698,1,886.64,debit,2025-10-02 20:28:52.043789,subscription,South Kelly
8994,3633,4387,194,1723.35,debit,2026-05-23 09:01:40.043789,travel,Lake Debraberg
8995,1029,2502,18,453.14,credit,2025-11-06 18:49:43.043789,health,West Antonio
8996,4049,4612,60,693.2,credit,2025-11-05 21:28:09.043789,restaurant,Hoganberg
8997,4820,1536,138,1120.21,credit,2025-12-13 22:52:02.043789,travel,Lake Kathryn
8998,4434,2614,91,1283.44,credit,2025-08-18 18:09:39.043789,health,Jamestown
8999,6125,2484,42,1420.47,debit,2025-07-02 18:19:51.043789,retail,Dwaynefurt
9000,715,1850,70,398.88,debit,2026-02-24 06:07:39.043789,utilities,Port David
9001,1335,3646,119,1081.31,debit,2026-01-07 17:16:54.043789,grocery,Ryanview
9002,2519,2684,187,150.69,credit,2026-01-19 19:43:29.043789,retail,West Crystal
9003,313,1137,146,648.02,credit,2026-04-19 02:33:45.043789,retail,Shawside
9004,5851,3223,174,745.21,credit,2026-03-23 23:20:08.043789,entertainment,North Abigailland
9005,1735,3848,169,929.74,debit,2026-02-28 06:27:56.043789,subscription,Port Hollyfurt
9006,1670,362,49,96.1,debit,2026-04-28 15:34:13.043789,subscription,West Robert
9007,728,4209,37,1971.27,debit,2026-01-21 15:13:38.043789,health,Brookston
9008,3528,4513,151,859.94,credit,2026-02-04 13:23:21.043789,grocery,Lake Alexisport
9009,626,603,20,1559.4,debit,2026-04-03 05:53:23.043789,utilities,West Carla
9010,3079,247,162,1613.23,debit,2025-10-15 09:47:15.043789,subscription,Angelicaberg
9011,112,151,9,444.6,credit,2025-07-16 06:42:27.043789,utilities,West Katherine
9012,2068,1123,14,556.45,debit,2026-04-12 08:55:14.043789,travel,North Christopherport
9013,3927,4559,164,22.81,debit,2025-12-09 16:25:14.043789,grocery,New Margaretview
9014,969,2913,135,211.13,debit,2026-02-01 09:53:06.043789,grocery,Lake Donaldshire
9015,772,4494,2,93.14,credit,2025-08-31 07:43:18.043789,travel,North Kelly
9016,5892,445,17,1457.29,credit,2026-03-07 18:57:38.043789,grocery,Port Angela
9017,5708,294,21,1612.73,debit,2025-12-25 12:38:13.043789,restaurant,Katrinaburgh
9018,6804,1324,127,1161.84,credit,2026-05-30 09:35:13.043789,retail,South Kristinland
9019,2052,4393,23,1149.18,credit,2025-10-13 00:18:16.043789,grocery,New Robertport
9020,1035,3643,15,118.55,debit,2025-12-28 05:03:34.043789,grocery,Chaseberg
9021,3456,1308,194,2859.94,credit,2026-04-07 13:24:13.043789,travel,North Frank
9022,3731,4461,192,1046.34,credit,2026-05-17 20:22:50.043789,subscription,West Felicia
9023,6299,4314,15,929.14,debit,2025-09-19 11:17:27.043789,grocery,Floydland
9024,3490,4729,120,1551.36,credit,2026-05-04 14:04:43.043789,grocery,Lindabury
9025,5073,4473,105,448.36,credit,2025-06-18 23:32:26.043789,health,Murrayside
9026,3512,1988,164,858.74,credit,2026-05-29 15:05:18.043789,grocery,Duarteberg
9027,773,2913,184,238.22,debit,2025-08-11 07:39:20.043789,utilities,Port Christopher
9028,1906,3767,126,870.75,debit,2025-08-25 12:20:02.043789,subscription,Mcdonaldmouth
9029,4071,3756,44,1307.23,debit,2026-05-31 13:52:58.043789,subscription,Lake Morgantown
9030,2420,4364,147,371.39,credit,2025-11-08 23:52:50.043789,grocery,Willisfurt
9031,412,2144,140,3738.82,debit,2025-11-10 04:45:40.043789,travel,Reedchester
9032,5543,2728,200,43.37,credit,2026-01-17 18:38:11.043789,entertainment,West Jennifermouth
9033,4776,3774,106,2158.57,credit,2025-11-23 21:42:40.043789,travel,New Sean
9034,6918,2457,150,1420.95,debit,2025-10-30 15:40:24.043789,entertainment,Lake Kevin
9035,5292,3844,134,1477.29,debit,2026-01-10 17:17:11.043789,utilities,Lake Matthew
9036,3859,337,63,1323.65,debit,2025-10-25 09:41:00.043789,health,Maynardmouth
9037,3767,2427,68,1069.39,credit,2025-10-03 22:12:08.043789,grocery,Chelseaside
9038,4070,4793,114,898.33,debit,2026-03-23 15:41:17.043789,retail,Riverafort
9039,3650,721,58,1038.26,debit,2026-06-02 00:57:03.043789,subscription,Lorichester
9040,4377,3134,141,799.18,credit,2026-04-17 13:31:39.043789,retail,South Eric
9041,323,3646,60,1793.29,debit,2025-08-09 06:14:02.043789,restaurant,Hicksland
9042,3780,1467,137,1610.54,credit,2026-02-22 18:18:49.043789,retail,East Michael
9043,688,834,157,883.26,debit,2026-04-26 18:53:16.043789,grocery,Rodriguezside
9044,4456,3303,21,250.63,credit,2026-03-28 15:19:01.043789,restaurant,East Matthew
9045,2978,3539,182,1415.31,debit,2025-09-06 19:40:09.043789,health,East Jeffrey
9046,252,1796,85,543.03,debit,2025-08-30 06:04:28.043789,subscription,Deniseland
9047,2204,2059,104,881.77,debit,2025-06-17 01:27:19.043789,grocery,North Amandaland
9048,2059,3462,15,622.72,debit,2025-06-14 00:24:57.043789,grocery,South Diana
9049,2161,3950,53,1179.15,debit,2025-10-08 09:50:28.043789,restaurant,South Jeremiah
9050,2803,1848,181,1172.29,credit,2026-01-13 09:06:56.043789,subscription,North James
9051,2736,750,178,1895.56,debit,2025-09-30 03:22:02.043789,restaurant,East Amanda
9052,1866,4991,106,160.09,credit,2025-08-12 08:32:19.043789,travel,West Melissachester
9053,5132,1292,39,1918.86,debit,2026-04-13 09:33:22.043789,entertainment,Powersbury
9054,5108,3933,105,194.96,credit,2026-02-22 18:30:12.043789,health,North Michael
9055,3321,4443,4,677.83,credit,2025-11-08 01:38:24.043789,entertainment,West Sierra
9056,6970,3576,41,4144.87,debit,2025-12-23 23:01:38.043789,travel,East Jessicaborough
9057,6959,4401,47,531.47,debit,2026-02-19 03:42:59.043789,retail,North Jessebury
9058,1014,4954,34,140.03,debit,2026-05-27 19:57:45.043789,travel,Wilsonfurt
9059,2636,4243,140,727.75,credit,2026-03-18 01:55:18.043789,travel,New Jennifermouth
9060,4643,104,29,1715.7,debit,2026-02-19 18:14:05.043789,restaurant,East Kathleen
9061,2815,4044,7,343.76,credit,2025-10-11 23:36:23.043789,retail,New Shelly
9062,5443,1381,158,1427.79,credit,2026-01-04 17:42:40.043789,utilities,New Richardton
9063,339,3098,164,922.54,debit,2025-10-17 16:05:19.043789,grocery,Bethport
9064,3680,3265,90,961.91,credit,2025-09-25 11:35:54.043789,health,Cooperland
9065,2093,325,99,1149.93,credit,2025-11-08 06:03:19.043789,grocery,Brandontown
9066,2303,245,173,1778.37,credit,2026-01-27 06:59:13.043789,restaurant,Lake Heatherchester
9067,5263,4582,47,511.11,debit,2025-06-23 18:24:30.043789,retail,Robertside
9068,3470,620,2,1487.73,credit,2025-09-10 03:27:07.043789,travel,Lake Madelineberg
9069,4372,3187,187,1194.95,debit,2026-03-06 01:16:45.043789,retail,Port Tamaraland
9070,6748,706,98,595.29,credit,2026-04-07 06:52:06.043789,restaurant,Thomasfort
9071,2948,1331,89,1422.83,debit,2026-06-12 06:03:44.043789,travel,South Dustinchester
9072,1258,3613,3,830.55,credit,2025-11-05 01:49:55.043789,subscription,Port Shawn
9073,2137,4451,19,308.03,credit,2025-12-25 13:36:01.043789,utilities,Austinfort
9074,6596,4478,123,283.88,debit,2025-09-23 15:27:07.043789,entertainment,Kennethberg
9075,6564,3032,121,936.13,debit,2025-10-09 23:06:31.043789,subscription,Kimberlyshire
9076,3090,948,106,2113.68,debit,2025-09-18 22:38:23.043789,travel,Port Amy
9077,1469,1342,55,729.63,credit,2026-06-02 23:31:29.043789,grocery,East Tammyview
9078,5582,1222,62,1441.4,credit,2025-10-16 19:30:41.043789,travel,Smithhaven
9079,282,1205,28,885.23,debit,2026-02-07 15:20:50.043789,restaurant,Bradleymouth
9080,5623,3897,174,3069.12,debit,2026-02-27 15:51:35.043789,entertainment,Flynntown
9081,6970,3576,13,293.09,debit,2026-01-01 20:51:22.043789,utilities,Dennistown
9082,2533,1962,187,1942.05,credit,2025-12-25 12:10:59.043789,retail,New Samuel
9083,4294,1795,114,1269.22,debit,2026-03-25 12:20:01.043789,retail,South Nicholas
9084,5191,4289,80,288.46,credit,2025-06-29 02:43:16.043789,restaurant,North Elaine
9085,4133,3445,50,825.11,debit,2025-08-14 20:52:39.043789,retail,Paulshire
9086,890,1844,178,1163.11,credit,2026-04-21 20:23:55.043789,restaurant,Mcguireside
9087,1099,3080,18,1127.9,credit,2026-02-14 21:51:53.043789,health,Robertstad
9088,6707,1604,92,1385.2,debit,2026-03-02 12:09:12.043789,entertainment,East Abigailside
9089,315,163,199,656.36,debit,2026-04-29 08:17:46.043789,health,Nicoleshire
9090,3913,3475,185,397.49,debit,2025-12-27 02:09:30.043789,utilities,North Laura
9091,544,4447,37,1555.94,credit,2025-10-20 01:31:19.043789,health,Port Carol
9092,600,2946,164,443.29,credit,2025-09-26 03:49:51.043789,grocery,South Desiree
9093,6050,3771,15,110.55,credit,2025-12-14 21:48:49.043789,grocery,North Michellestad
9094,1550,2578,73,905.0,debit,2025-12-13 00:00:56.043789,restaurant,Johnsonville
9095,3830,1046,141,1585.77,debit,2026-02-15 18:25:17.043789,retail,Port Nathaniel
9096,2828,2007,161,727.14,credit,2025-10-20 13:40:27.043789,travel,Marcusmouth
9097,582,614,58,1829.84,credit,2026-04-07 00:25:53.043789,subscription,South Cynthia
9098,1286,2136,115,1752.1,debit,2025-08-23 15:24:42.043789,restaurant,Solisland
9099,5337,4656,66,1331.51,debit,2025-11-24 14:12:02.043789,health,East Isaacburgh
9100,2878,3075,140,1984.37,credit,2026-03-01 00:21:52.043789,travel,East Jacobberg
9101,1860,1571,96,202.62,debit,2026-01-02 06:21:14.043789,restaurant,Phelpsburgh
9102,6729,1689,124,913.65,debit,2026-02-22 22:22:11.043789,retail,Port Steven
9103,3246,2730,152,1771.49,debit,2025-07-05 21:58:20.043789,grocery,Edwardsport
9104,4896,4351,69,1485.33,debit,2026-06-08 15:43:10.043789,health,Douglasbury
9105,6349,3224,3,257.25,debit,2026-05-15 20:17:14.043789,subscription,East Taylor
9106,304,4662,20,871.63,debit,2025-09-05 04:45:25.043789,utilities,South Heatherport
9107,2142,2858,169,139.32,debit,2025-12-04 22:42:16.043789,subscription,Edwardborough
9108,232,391,70,827.36,credit,2025-11-21 22:10:52.043789,utilities,Port Tylershire
9109,793,2706,71,21.33,credit,2025-11-16 22:32:01.043789,health,Davisstad
9110,514,1259,100,1615.35,credit,2026-03-23 21:43:05.043789,utilities,Laurenland
9111,1568,4751,145,1967.19,credit,2026-03-13 18:33:11.043789,grocery,New Douglas
9112,2857,2708,59,2055.62,debit,2025-08-03 03:41:12.043789,travel,Hornbury
9113,3315,361,27,1313.56,credit,2025-12-31 15:37:47.043789,entertainment,Michaelbury
9114,6749,884,190,1608.83,credit,2025-08-28 21:29:00.043789,entertainment,Johnstad
9115,5436,1350,103,3026.43,debit,2026-06-02 03:12:09.043789,travel,Scottfort
9116,5520,2443,171,879.38,debit,2026-01-26 18:01:09.043789,subscription,New Kathleenland
9117,2976,4596,192,1044.86,credit,2026-03-17 09:53:55.043789,subscription,Port Marvin
9118,5555,935,68,1537.25,debit,2025-12-03 03:32:22.043789,grocery,Port Charles
9119,121,3753,77,118.44,debit,2026-02-15 13:37:08.043789,retail,South Steven
9120,2853,3127,161,3787.19,debit,2026-01-23 21:17:48.043789,travel,Williamsville
9121,6996,3426,20,248.74,debit,2025-12-11 14:24:10.043789,utilities,Cynthiabury
9122,6459,113,64,981.45,debit,2025-10-04 10:47:53.043789,restaurant,Kevinton
9123,4432,849,128,514.24,credit,2025-07-19 23:38:55.043789,grocery,East Tinastad
9124,84,3043,103,1218.19,credit,2026-03-02 14:58:53.043789,travel,North Richard
9125,3099,3254,71,430.2,debit,2026-01-20 12:10:19.043789,health,Hillton
9126,261,2874,115,297.04,credit,2025-09-03 12:54:04.043789,restaurant,Mayerfurt
9127,4380,165,138,3538.86,credit,2025-08-08 03:22:24.043789,travel,Lake Penny
9128,5309,152,55,1942.27,debit,2026-02-17 17:25:06.043789,grocery,Johnnyfort
9129,1858,1615,24,598.75,credit,2025-12-24 02:09:18.043789,utilities,New Anthonychester
9130,2680,1443,32,1354.79,credit,2026-02-19 14:06:13.043789,health,North Kimberlyville
9131,2356,2109,18,962.87,debit,2026-03-10 02:31:45.043789,health,Amymouth
9132,3859,337,158,1567.64,debit,2025-06-14 02:53:21.043789,utilities,Obrienfort
9133,6203,406,198,1539.66,debit,2026-03-12 01:05:37.043789,entertainment,New Victoria
9134,868,808,49,974.8,credit,2025-10-10 03:54:25.043789,subscription,South Roberto
9135,4671,3325,40,3292.35,credit,2025-10-22 02:05:32.043789,travel,Christianberg
9136,4139,1906,125,1840.66,debit,2025-07-12 13:50:44.043789,grocery,Lake Jessica
9137,5404,544,105,1907.71,debit,2025-06-23 04:30:35.043789,health,East Molly
9138,4838,642,1,1886.49,credit,2026-04-19 15:58:02.043789,subscription,North Kristinefurt
9139,4438,4139,124,661.24,credit,2026-05-03 04:49:45.043789,retail,Earlfort
9140,2854,1148,133,3181.15,credit,2026-06-04 00:27:14.043789,entertainment,New Lisa
9141,1974,4608,69,955.97,credit,2026-03-05 10:24:15.043789,health,South Tara
9142,750,4846,44,1648.67,debit,2026-05-29 17:05:43.043789,subscription,Johntown
9143,4287,3593,153,757.16,credit,2026-05-30 19:56:20.043789,travel,New Steventown
9144,534,3394,90,165.91,debit,2026-01-27 15:11:05.043789,health,Krystaltown
9145,4199,4646,35,1877.54,credit,2025-10-19 19:51:55.043789,utilities,West Michael
9146,343,4808,92,1868.36,credit,2026-03-15 00:19:22.043789,entertainment,Gutierrezshire
9147,2843,2182,157,1874.81,credit,2025-09-20 01:46:24.043789,grocery,Haydenview
9148,5098,2506,27,2006.85,credit,2026-01-22 04:23:18.043789,entertainment,Carneyton
9149,1927,4159,116,1343.57,debit,2025-09-15 06:38:15.043789,subscription,Nelsontown
9150,3927,4559,177,1568.24,debit,2026-02-05 22:55:36.043789,retail,Arthurview
9151,380,1804,170,449.12,debit,2026-02-06 22:33:48.043789,retail,Port David
9152,6159,415,4,3343.19,debit,2025-10-20 11:42:29.043789,entertainment,Dianachester
9153,5710,2074,9,891.06,debit,2026-02-03 20:53:27.043789,utilities,Lisaton
9154,73,4618,47,1725.36,debit,2026-02-14 23:43:21.043789,retail,Lake Michele
9155,1652,2950,152,1539.48,debit,2026-04-27 00:47:27.043789,grocery,East Patrickbury
9156,6639,4842,117,789.56,credit,2025-09-15 15:09:31.043789,utilities,Kevinhaven
9157,3834,958,10,1225.3,debit,2025-12-24 23:32:11.043789,health,North Robertstad
9158,4073,3927,38,1947.87,debit,2026-03-05 20:13:03.043789,health,Port Linda
9159,3,404,170,116.92,debit,2025-11-24 19:33:38.043789,retail,South Elizabethbury
9160,2791,723,118,756.04,debit,2025-08-21 09:55:39.043789,health,Kimberlyfort
9161,4408,2544,166,775.37,debit,2025-06-24 00:39:28.043789,travel,West Jennifer
9162,4677,3843,154,2282.46,debit,2025-08-29 18:24:09.043789,entertainment,Watsonfort
9163,6536,4203,199,1526.42,debit,2025-08-13 02:34:15.043789,health,Harryside
9164,5951,1385,150,3303.62,credit,2026-06-04 02:22:02.043789,entertainment,New Julia
9165,1807,2467,58,870.47,credit,2026-04-14 09:28:04.043789,subscription,East Stephen
9166,1886,424,55,1033.61,credit,2026-03-18 01:18:31.043789,grocery,South Emilyland
9167,6417,3294,65,1736.02,debit,2025-07-14 09:04:11.043789,retail,Smithberg
9168,6879,4614,70,1045.64,debit,2025-11-27 06:53:24.043789,utilities,New Brittney
9169,5765,811,152,1205.2,credit,2025-11-14 06:54:13.043789,grocery,West Peter
9170,2915,4394,109,539.5,credit,2026-04-08 17:26:42.043789,health,Davischester
9171,3218,2094,179,1066.64,debit,2025-07-21 20:33:24.043789,retail,Newmanchester
9172,4672,1836,33,1206.17,debit,2025-09-13 18:31:41.043789,retail,West Brian
9173,444,3389,42,965.22,debit,2025-10-05 23:13:43.043789,retail,North John
9174,2244,4757,1,1105.2,debit,2026-01-03 02:29:07.043789,subscription,Moralesbury
9175,4260,2785,136,1979.56,credit,2025-07-21 19:32:16.043789,utilities,Hillfurt
9176,5174,4179,79,1746.59,debit,2025-12-01 17:23:27.043789,health,Latoyaland
9177,6274,2711,71,871.71,credit,2025-08-01 17:53:20.043789,health,South Jasminefort
9178,1539,4656,102,961.18,credit,2026-05-04 16:03:17.043789,utilities,Spencerchester
9179,3823,4120,64,844.92,debit,2025-10-08 00:02:23.043789,restaurant,Jamesfort
9180,2493,3425,106,1489.28,debit,2026-06-09 07:24:05.043789,travel,Wendyshire
9181,2420,4364,31,1629.5,debit,2026-06-02 16:24:35.043789,restaurant,Port Christina
9182,4822,2084,46,1653.56,debit,2025-10-03 09:40:26.043789,utilities,West Thomasview
9183,507,466,79,414.4,debit,2025-06-29 11:03:20.043789,health,New Mirandaview
9184,4574,1389,197,80.28,debit,2026-05-24 06:23:16.043789,grocery,New Joseph
9185,5090,1044,46,569.11,credit,2026-05-15 13:20:16.043789,utilities,North Stephenburgh
9186,4403,473,96,633.64,credit,2025-08-21 23:22:13.043789,restaurant,Port Jasonburgh
9187,6195,1709,40,2596.96,debit,2025-09-04 10:51:08.043789,travel,Lake Michelleville
9188,4998,4113,60,1371.85,credit,2025-10-02 16:24:57.043789,restaurant,East Bethhaven
9189,5560,3787,110,382.14,debit,2025-08-23 07:07:30.043789,subscription,Travisview
9190,1582,4503,156,569.6,debit,2026-02-15 03:30:29.043789,subscription,Janetstad
9191,2965,4006,35,499.54,debit,2025-08-21 05:43:51.043789,utilities,Grantview
9192,3546,4336,41,1852.1,debit,2025-08-18 07:03:49.043789,travel,Kelseyhaven
9193,821,1570,53,1449.47,debit,2026-04-21 12:47:53.043789,restaurant,Ronaldton
9194,5195,4492,117,1184.08,credit,2026-04-01 21:47:55.043789,utilities,Lisaport
9195,3733,3422,105,1389.66,credit,2025-09-13 15:56:03.043789,health,New William
9196,6377,1753,98,450.25,debit,2025-10-28 10:06:21.043789,restaurant,Ortizburgh
9197,3514,4020,74,1328.73,credit,2025-11-16 02:21:15.043789,retail,Priscillamouth
9198,1196,4340,131,1906.39,debit,2026-01-27 23:22:48.043789,retail,New Laurenland
9199,3520,4849,111,453.74,debit,2026-06-08 04:59:28.043789,retail,New Charles
9200,3423,2748,109,1298.14,debit,2026-04-14 19:18:19.043789,health,Christinashire
9201,6623,2156,112,542.85,credit,2025-12-05 23:15:02.043789,entertainment,Smithmouth
9202,914,4848,31,51.41,credit,2025-07-17 16:39:21.043789,restaurant,Esparzastad
9203,4051,568,36,663.56,credit,2026-03-17 13:17:06.043789,retail,North Anthony
9204,179,3729,184,1902.27,credit,2025-07-24 15:29:23.043789,utilities,West Samuelmouth
9205,6913,1853,45,960.93,credit,2026-01-23 05:02:28.043789,entertainment,Jacksonville
9206,2448,3691,95,102.86,credit,2025-07-24 11:57:53.043789,entertainment,Jackland
9207,961,3979,32,449.5,credit,2026-02-09 06:52:02.043789,health,Myersside
9208,6508,3722,24,1573.45,debit,2026-05-24 11:11:08.043789,utilities,Joneshaven
9209,4333,1074,182,1491.95,debit,2025-11-02 13:02:51.043789,health,New Jenniferside
9210,24,4902,45,362.49,credit,2025-10-29 12:17:23.043789,entertainment,Nicoleburgh
9211,3957,1438,116,464.63,debit,2025-08-21 09:14:04.043789,subscription,New Sandraport
9212,98,158,42,1366.86,credit,2025-07-31 01:57:15.043789,retail,Aguilarmouth
9213,4558,3109,43,2523.72,credit,2025-11-12 09:42:47.043789,travel,Davidshire
9214,1148,2090,162,444.78,debit,2026-03-19 12:38:16.043789,subscription,Gavinshire
9215,4400,705,71,1776.29,debit,2025-12-08 13:20:44.043789,health,Melanieborough
9216,3814,3553,117,1908.39,credit,2025-12-08 14:15:10.043789,utilities,Anneville
9217,2738,1735,6,1139.95,debit,2026-06-05 04:41:26.043789,subscription,Port Robert
9218,3308,3234,105,1232.25,debit,2025-10-05 19:31:56.043789,health,Port Jamesmouth
9219,794,1158,13,239.62,credit,2026-05-28 07:10:29.043789,utilities,Whiteville
9220,4942,4478,43,4225.35,debit,2025-06-25 22:39:33.043789,travel,New Travis
9221,2608,104,136,1372.87,credit,2025-09-06 10:20:42.043789,utilities,Martineztown
9222,6870,4552,87,1450.42,credit,2026-01-02 02:55:17.043789,retail,Lake Jonathan
9223,4520,4724,171,1360.69,credit,2025-12-24 08:36:26.043789,subscription,Port Jose
9224,2137,4451,71,1091.56,debit,2026-02-17 11:07:08.043789,health,Victorton
9225,6315,4108,107,1243.81,credit,2026-01-28 01:36:14.043789,entertainment,Lake Lisa
9226,3190,882,184,1662.55,debit,2026-05-21 12:56:10.043789,utilities,East Elizabethberg
9227,3617,1332,30,1511.93,debit,2025-09-23 21:57:43.043789,entertainment,Rogersport
9228,4777,1371,125,1116.9,credit,2026-02-14 21:42:37.043789,grocery,Lake Kurtland
9229,6137,1320,45,3181.03,credit,2025-11-26 03:53:03.043789,entertainment,New Todd
9230,2093,325,67,947.19,credit,2026-04-02 22:20:14.043789,travel,Port Heatherberg
9231,3100,2644,85,1627.59,credit,2026-06-06 11:24:17.043789,subscription,West Thomas
9232,1391,3933,129,1200.27,credit,2025-08-11 07:45:16.043789,retail,South Jacobland
9233,6509,2848,97,431.89,debit,2025-08-21 22:19:08.043789,retail,New Paigechester
9234,4645,3438,78,828.81,credit,2026-04-19 17:52:30.043789,entertainment,Shaneland
9235,912,187,49,356.09,credit,2025-08-24 09:00:36.043789,subscription,Spencermouth
9236,2207,373,121,1558.92,debit,2025-09-24 21:46:34.043789,subscription,Lake Tina
9237,1364,1302,155,640.81,debit,2026-02-12 07:47:32.043789,subscription,Fullerfort
9238,3759,3112,44,642.27,debit,2026-04-07 11:35:30.043789,subscription,Robinsonberg
9239,4039,4790,164,1979.97,credit,2026-04-12 11:42:47.043789,grocery,Port Michael
9240,296,4602,78,616.8,credit,2025-12-14 12:12:53.043789,entertainment,Karaville
9241,2215,3279,92,817.37,debit,2025-07-06 04:06:59.043789,entertainment,North Dorothyville
